index,ID,Date,Post,Username,Retweets,Favorites,Geo,Mentions,Hashtags
12881,1291595694353133568,2020-08-07 04:43:04+00:00,@AIRTEL_KE Hi. How can I check my bundles balance? The USSD is not working.,AgolaLinda,0,0,,@AIRTEL_KE,
12882,1291595131934707713,2020-08-07 04:40:50+00:00,@AIRTEL_KE There's something about your bundles depletion that has changed. Tell us about the system upgrade you did recently. The way Airtel bundles are getting deleted is now worrying.,JEFFMAGU,0,0,,@AIRTEL_KE,
12883,1291593934582558720,2020-08-07 04:36:05+00:00,The most stupid thing @AIRTEL_KE have done is split bundles ito night and day?? Who the fuck is up between 12Am and 6Am. This is pure thievery of the highest order. I want to buy bundles and use it at my convinient time not at ur NIGHT RUNNERS hours. We aint witches,Ck_davie,0,0,,@AIRTEL_KE,
12886,1291591806833119232,2020-08-07 04:27:38+00:00,"@AIRTEL_KE You are currently using UnlimiNET 2000 Monthly Plan,valid until 05-09-20 08:26 .Balance is 20480 MB data, 1145 Minutes to ALL networks and 9999 http://SMS.Airtel.. why can't i use my data since yesterday. Am stressed out!! Give me a solution",oranjojose,0,0,,@AIRTEL_KE,
12891,1291588101257732096,2020-08-07 04:12:54+00:00,@AIRTEL_KE why can't i access an agent on 100. Why are you hoarding my 2000 bob bundles yet i cant access net!!,oranjojose,0,0,,@AIRTEL_KE,
12894,1291587222085525511,2020-08-07 04:09:24+00:00,"@AIRTEL_KE why are you doing this to me!! I cant browse using bundles yet ny unlimitnet combo remains at 20480mbs. Why yet am able to use the minutes for calling!!..You are currently using UnlimiNET 2000 Monthly Plan,valid until 05-09-20 08:26 .Balance is 20480 MB data, 1145",oranjojose,0,0,,@AIRTEL_KE,
12896,1291585113512382465,2020-08-07 04:01:02+00:00,What do you mean by ‘free’ ?@AIRTEL_KE,benjaminnzuki,0,0,,@AIRTEL_KE,
12905,1291581714997878785,2020-08-07 03:47:31+00:00,@AIRTEL_KE Hi i think not happy about the new Amazing Data you intruduced of late ......... Because i can see am having balance of 650 Mb which i can not use ..... Please return us the old system....... Or do something sawa ....,lucasondieki,0,0,,@AIRTEL_KE,
12909,1291570767667384325,2020-08-07 03:04:01+00:00,@AIRTEL_KE now three days and counting but you won't even rectify,DaltoneAkumu,0,0,,@AIRTEL_KE,
12910,1291565145186021378,2020-08-07 02:41:41+00:00,@AIRTEL_KE buda sijui mnacomplain nini binge bundles is the best idea youve ever had.. There are the kind of things customers appreciate and i hope they are here to stay forever,ThugUzzi,0,0,,@AIRTEL_KE,
12917,1291531523536171010,2020-08-07 00:28:05+00:00,@AIRTEL_KE I can't enjoy my data anymore.,alvinfelix06,0,0,,@AIRTEL_KE,
12919,1291524762301235203,2020-08-07 00:01:13+00:00,"Yoh @AIRTEL_KE, imagine network yenu iko side moja ya bed",d3ric__,0,0,,@AIRTEL_KE,
12936,1291489621566730240,2020-08-06 21:41:35+00:00,@AIRTEL_KE Ndunyu Njeru near Engineer town,Enjau,0,0,,@AIRTEL_KE,
12941,1291482583159713792,2020-08-06 21:13:37+00:00,@AIRTEL_KE where is the network,TumBrian1,0,0,,@AIRTEL_KE,
12951,1291477233467641858,2020-08-06 20:52:21+00:00,"@AIRTEL_KE Not o.k. ...it says purchase data bundle, kopa data etc",Enjau,0,0,,@AIRTEL_KE,
12959,1291473623165874177,2020-08-06 20:38:00+00:00,@AIRTEL_KE How can I get back to old data package?Most of my night data are left unused,rapiteasy,0,0,,@AIRTEL_KE,
12965,1291471175537823746,2020-08-06 20:28:17+00:00,@AIRTEL_KE How much is an Airtel sim card. Planning to buy one tomorrow,DrBayable,0,0,,@AIRTEL_KE,
12974,1291467070589239303,2020-08-06 20:11:58+00:00,@AIRTEL_KE your service is bogus. Your network indicates 4G when data is turned off but the moment data is turned on it very quickly changes to 3G. Trash.,michaelyole,0,0,,@AIRTEL_KE,
12977,1291466095279378440,2020-08-06 20:08:06+00:00,"@AIRTEL_KE I have been experiencing abnormal data charges recently despite restricting all apps on my phone, can you explain to me why this has been happening.",davis_bwayo,0,0,,@AIRTEL_KE,
12979,1291465864232013833,2020-08-06 20:07:10+00:00,@AIRTEL_KE please do something with your network. ,BwariJairo,0,0,,@AIRTEL_KE,
12982,1291464465502949376,2020-08-06 20:01:37+00:00,@AIRTEL_KE How do I check Binge Data balance?,Joniulemmoja,0,0,,@AIRTEL_KE,
12988,1291462081611477003,2020-08-06 19:52:09+00:00,Aug. 6: #FOB @SafaricomPLC eyeing @AIRTEL_KE @TelkomKenya fall apart; #tourism dents #Tunisia deficit; Loans From #China with (Love)??? #NGR #Kenya PMIs; @MTNza Group exiting #MTNSyria and #ME Welcome to #Gold(en) Age; #remittances https://youtu.be/0rM9O7VBW2A via @YouTube,FrontierAFR,1,2,,@SafaricomPLC @AIRTEL_KE @TelkomKenya @MTNza @YouTube,#FOB #tourism #Tunisia #China #NGR #Kenya #MTNSyria #ME #Gold #remittances
12989,1291459466534191105,2020-08-06 19:41:45+00:00,We TORCH lives airtelnigeria @airteltigoghana @airtel_ke samklef @radiocast_ng airtelindia @kissfmlagos @ravetvchannel @wap_tv @instablog9ja @tundeednut @iamSMADE @SMARTemmy instagram #stayhome #staysafestayhome… https://www.instagram.com/p/CDj1me_Ddkr/?igshid=15jst4of8xcbi,khrisyarn,0,1,,@airteltigoghana @AIRTEL_KE @radiocast_ng @KISSFMLAGOS @ravetvchannel @wap_tv @instablog9ja @TundeEdnut @iamSMADE @SMARTemmy,#stayhome #stayhome #staysafestayhome
12991,1291459365128548352,2020-08-06 19:41:21+00:00,.@AIRTEL_KE please check DM,Mwes_Drew,0,0,,@AIRTEL_KE,
12993,1291457422020751363,2020-08-06 19:33:38+00:00,@AIRTEL_KE,olenduiga,0,0,,@AIRTEL_KE,
12997,1291454277039382528,2020-08-06 19:21:08+00:00,"@AIRTEL_KE your internet connection has been ish ish today,delaying my deliverables,kindly look into it",rhumbanagospel,0,0,,@AIRTEL_KE,
13009,1291448999828955138,2020-08-06 19:00:10+00:00,@AIRTEL_KE check your DM ASAP,Mirigah,0,0,,@AIRTEL_KE,
13010,1291448952630530053,2020-08-06 18:59:58+00:00,@AIRTEL_KE dm,_W1ll1am,0,0,,@AIRTEL_KE,
13016,1291447228423340032,2020-08-06 18:53:07+00:00,@AIRTEL_KE Nyinyi ni bure sana... i have been requesting for assistance since 1st August but your not helping me. I have 2650 Mb data but can't access net. 0780404537. Namuache kuniuliza location....,Enjau,0,0,,@AIRTEL_KE,
13018,1291446043700350977,2020-08-06 18:48:25+00:00,@AIRTEL_KE my line keeps on losing network completly and each time I have to ask you reset my SIM. It's costing me clients. What's up with your SIM cards?,Gyddie_,0,0,,@AIRTEL_KE,
13029,1291442932738924545,2020-08-06 18:36:03+00:00,Your Airtel @AIRTEL_KE network behaving like they own the world ,Alshabaiby,0,0,,@AIRTEL_KE,
13033,1291442096591732737,2020-08-06 18:32:44+00:00,@AIRTEL_KE my line has lost network just displaying * on the network status,phyumogan,0,0,,@AIRTEL_KE,
13041,1291440716762292224,2020-08-06 18:27:15+00:00,"@AIRTEL_KE unfortunately, it has not picked yet. I had spoken to Steve earlier who mentioned my line had been replaced. Is that true? Because my line went off at 1100hrs.",Toki_Tokimi,0,0,,@AIRTEL_KE,
13042,1291440697455915010,2020-08-06 18:27:10+00:00,@AIRTEL_KE kindly check DM,melanieachy,0,0,,@AIRTEL_KE,
13043,1291440242688512006,2020-08-06 18:25:22+00:00,@AIRTEL_KE Why am I deducted 10 bob every time I recharge and I haven’t subscribed to any auto renewal products?? I am so done with you guys Wacheni wizi,ngugigatua,0,0,,@AIRTEL_KE,
13044,1291439553216225280,2020-08-06 18:22:37+00:00,@AIRTEL_KE i did format my phone now i dint have airtel internet settings and i cant browse please assist,patombugz,0,0,,@AIRTEL_KE,
13045,1291438824313290752,2020-08-06 18:19:44+00:00,@AIRTEL_KE your internet sucks.. Had to buy safaricom mbs just to tweet this,patrick_mugenyu,0,0,,@AIRTEL_KE,
13046,1291438511904751617,2020-08-06 18:18:29+00:00,@AIRTEL_KE nyi ni maumbwa sana,afrikeekansmile,0,0,,@AIRTEL_KE,
13047,1291438227610652672,2020-08-06 18:17:21+00:00,"Considering getting a @TelkomKenya SIM card because @AIRTEL_KE has decided it doesn't want to provide 4G services in NAIROBI, DISGRACE!! #ItsTimeToGo",Frank_Riziki,0,0,,@TelkomKenya @AIRTEL_KE,#ItsTimeToGo
13050,1291436597053882368,2020-08-06 18:10:53+00:00,I was at I&M branch and I couldn’t replace my SIM card because of the bill????? Did the same to your competitor @AIRTEL_KE and was sorted in less than 5mins. Advise,aringochris,0,0,,@AIRTEL_KE,
13062,1291433805375516678,2020-08-06 17:59:47+00:00,"@AIRTEL_KE hi can you make an improvement of your app so that you ca get a display of balances at a go such as minutes,data n sms",lnjuguna7,0,0,,@AIRTEL_KE,
13063,1291433671212306432,2020-08-06 17:59:15+00:00,@AIRTEL_KE I don't have the serial number with me at the moment. But I can share my ID.,Toki_Tokimi,0,0,,@AIRTEL_KE,
13065,1291433575326330885,2020-08-06 17:58:52+00:00,@AIRTEL_KE Deduct your credit loan on 0752534199 ... I need bundles for Streaming live.,DjCool254,0,0,,@AIRTEL_KE,
13072,1291431007439200258,2020-08-06 17:48:40+00:00,@AIRTEL_KE you really enjoy it when your customers are suffering and complaining as if we do not pay for these services. I purchases 5GB data last week and i cant browse ive complained enough.please refund me my airtime and take your bundles.nkt,victor_fanuel,0,0,,@AIRTEL_KE,
13073,1291430360354631680,2020-08-06 17:46:06+00:00,@AIRTEL_KE I had a balance of Ksh. 25 then am shown a message I have used Ksh. 10 remaining balance Ksh. 15 please inform me if I am using a number of two people? Am pissed. That’s my call statement. Stop this theft and fraud!! ,fugitiv_patriot,0,0,,@AIRTEL_KE,
13075,1291428613192114179,2020-08-06 17:39:09+00:00,"Hi @Safaricom_Care , I have bought @AIRTEL_KE credit yesterday and today but it hasn't reflected. Ref: OH64EB0SC4 &amp; OH56D1OUGW @pesapalcare",davelubz,0,0,,@Safaricom_Care @AIRTEL_KE @pesapalcare,
13078,1291426719186989058,2020-08-06 17:31:38+00:00,@AIRTEL_KE kindly assist I have dmed an issue,leshans_,0,0,,@AIRTEL_KE,
13080,1291426601108996098,2020-08-06 17:31:09+00:00,@AIRTEL_KE still can't buy bundle with airtime - since last weekend!,bwmuriru,0,0,,@AIRTEL_KE,
13085,1291425682048929792,2020-08-06 17:27:30+00:00,@AIRTEL_KE What is wrong with your data this days? Immediately we buy you immediately deplete it? Your data service is becoming poor and worse than that of your competitors,adembesa05,0,0,,@AIRTEL_KE,
13091,1291424589369815040,2020-08-06 17:23:10+00:00,@AIRTEL_KE how many of your clients are nocturnal you decide to give us night bundles?.Don't take something stonger than tea when making some decisions.,KIPKIRUIBENARD,0,0,,@AIRTEL_KE,
13098,1291423183552368641,2020-08-06 17:17:35+00:00,@AIRTEL_KE kindly check DM,JoelKMwangi,0,0,,@AIRTEL_KE,
13099,1291423148026593282,2020-08-06 17:17:26+00:00,@AIRTEL_KE why can't i use my bundles? Why did you use my balance airtime for internet yet i have 20GB bundles. Now am at zero airtime but can't connect to net yet i have unlimitnet 2000?,oranjojose,0,0,,@AIRTEL_KE,
13100,1291423035073929217,2020-08-06 17:16:59+00:00,@AIRTEL_KE are your responses based on the question or you guys have a bot to respond based on predetermined questions ,Wangai_Gitahi,0,0,,@AIRTEL_KE,
13104,1291421442282749953,2020-08-06 17:10:39+00:00,@AIRTEL_KE your network keeps going off. I can't access internet.,nancyokutah,0,0,,@AIRTEL_KE,
13107,1291420681255747587,2020-08-06 17:07:38+00:00,I have tried @TelkomKenya was worst @Safaricom_Care a little okay but too expensive (danger of a monopoly like) @AIRTEL_KE was baaad and am now on @FaibaJTL and am not regretting it's the best so far fast and strong,Rrajab,1,12,,@TelkomKenya @Safaricom_Care @AIRTEL_KE @FaibaJTL,
13115,1291417849744023552,2020-08-06 16:56:23+00:00,@AIRTEL_KE please check your DM . Two days without a response.,chilecech,0,0,,@AIRTEL_KE,
13121,1291416034403123204,2020-08-06 16:49:10+00:00,"@AIRTEL_KE Hi I am carol, I bought Airtel Airtime from mpesa through paybill 220220 but sent to the wrong account number, The airtime amount is ksh20, wrong account number is 20 The correct account number is 0785604073",Careymugaa1,0,0,,@AIRTEL_KE,
13127,1291413928040374273,2020-08-06 16:40:48+00:00,Check DM @AIRTEL_KE,karanjahpn_,0,0,,@AIRTEL_KE,
13130,1291410376542892034,2020-08-06 16:26:41+00:00,@AIRTEL_KE why are you draining my credit when i still got the buddles,sammie_lastborn,0,0,,@AIRTEL_KE,
13133,1291409349651378177,2020-08-06 16:22:36+00:00,"Hello @AIRTEL_KE , I've not subscribed to any ""hello tunes"" from this code 30555! Why am I being charged or who's subscribing me without my consent? Will provide my number.",Jeylinkauto,0,0,,@AIRTEL_KE,
13150,1291404871346855936,2020-08-06 16:04:49+00:00,"@AIRTEL_KE ,can we get normal bundles that don't have to be split between day and night???? .the bundles are attractive but half of them go to waste, so there's no point in buying them",MarianeKirimi,0,1,,@AIRTEL_KE,
13159,1291402206080573440,2020-08-06 15:54:13+00:00,"Patience after 48hours becomes an insult, What you are doing is insulting my loyalty, You are not respecting my patience, so you do not deserve it, pathetic liars @AIRTEL_KE ",MbuveReuben,0,0,,@AIRTEL_KE,
13160,1291402160341757952,2020-08-06 15:54:02+00:00,Dear @AIRTEL_KE kitabo with your 200 daily Mb nlikuwa na download atleast two XXX videos and watch videos on twitter all day on twitter lakin siku hizi with 200 mb i can barely stay on twitter the whole day Kama hazijaisha .,ital_john,0,0,,@AIRTEL_KE,
13164,1291399034092113920,2020-08-06 15:41:37+00:00,@TelkomKenya has opted out of the deal with @AIRTEL_KE #CytonnReport #NewsThatMatters,CytonnReport,0,0,,@TelkomKenya @AIRTEL_KE,#CytonnReport #NewsThatMatters
13165,1291398764402544645,2020-08-06 15:40:33+00:00,@AIRTEL_KE my airtel line have lost network.. Please help,Sirmax73443544,0,1,,@AIRTEL_KE,
13166,1291398725412311040,2020-08-06 15:40:23+00:00,Hakuna network Hu ignore watu Kwa DM kama @AIRTEL_KE nili wa DM juu y poor network n hàmuwezi respond nkt!,maxwelgatimu,0,0,,@AIRTEL_KE,
13172,1291395784332718081,2020-08-06 15:28:42+00:00,@AIRTEL_KE hello I communicated yesterday about my data issues and was told the issue would be resolved but until now nothing has happened kindly assist 0780199391,scarviosimiux,0,0,,@AIRTEL_KE,
13177,1291395259906363392,2020-08-06 15:26:37+00:00,@AIRTEL_KE please check DM,NI_Mensah,0,0,,@AIRTEL_KE,
13178,1291394598342819840,2020-08-06 15:23:59+00:00,"worse network waste of money, no response @airtelindia @Airtel_Presence @airtelnews @AIRTEL_KE @airtelnews @airtelmg",atulmodi77,1,1,,@airtelindia @Airtel_Presence @airtelnews @AIRTEL_KE @airtelnews @airtelmg,
13190,1291392634402086920,2020-08-06 15:16:11+00:00,@AIRTEL_KE check DM,jothefu_69,0,0,,@AIRTEL_KE,
13192,1291389825837420545,2020-08-06 15:05:01+00:00,@AIRTEL_KE kindly help me with the digits via DM ,KaraPatriciah,0,0,,@AIRTEL_KE,
13196,1291389085727195136,2020-08-06 15:02:05+00:00,@AIRTEL_KE why is my airtel line not working number is 0734341146,arkmanh,0,0,,@AIRTEL_KE,
13197,1291388814813011968,2020-08-06 15:01:00+00:00,@AIRTEL_KE thanks for your speedy feedback. @Safaricom_Care @SafaricomPLC its time to say goodbye.,Eras_Gabu,0,0,,@AIRTEL_KE @Safaricom_Care @SafaricomPLC,
13207,1291385792863047680,2020-08-06 14:49:00+00:00,@AIRTEL_KE juu yaa hiyo maneno si mnipromote na mbs..,symo_sych,0,1,,@AIRTEL_KE,
13210,1291385038215557120,2020-08-06 14:46:00+00:00,"Network is what we need much @Safaricom_Care @SafaricomPLC @AIRTEL_KE come to our aid we are Kenyans too.... Based 7 km from Marsabit headquarters, Hulahula Location.",GobanaiJ,0,0,,@Safaricom_Care @SafaricomPLC @AIRTEL_KE,
13213,1291384339763273728,2020-08-06 14:43:14+00:00,@AIRTEL_KE how does binge monthly bundles work?,akalajeff,0,0,,@AIRTEL_KE,
13215,1291383774396190720,2020-08-06 14:40:59+00:00,@AIRTEL_KE revert my dm over payment issues,LeeKariuki6,0,0,,@AIRTEL_KE,
13229,1291379373958979589,2020-08-06 14:23:30+00:00,"@AIRTEL_KE today your network has been really erratic. Poor signal and almost zero speeds. 0734714451, nearest landmark East African School of Aviation...",pash_sammy,0,0,,@AIRTEL_KE,
13232,1291379033721253891,2020-08-06 14:22:08+00:00,The collapse of @AIRTEL_KE merger with @TelkomKenya is great news. I was very scared about poor services that would have come after the merger . #ArapMwizi #CoronaBillionares #Nameless,DansonNkurrunah,0,1,,@AIRTEL_KE @TelkomKenya,#ArapMwizi #CoronaBillionares #Nameless
13233,1291378857115897863,2020-08-06 14:21:26+00:00,@AIRTEL_KE please update me on this ,yoeab,0,0,,@AIRTEL_KE,
13241,1291377063824416776,2020-08-06 14:14:19+00:00,19hours later @AIRTEL_KE ,MbuveReuben,0,0,,@AIRTEL_KE,
13248,1291374116809977857,2020-08-06 14:02:36+00:00,@AIRTEL_KE Its now been a week and no internet connection in my postpaid line. ^caro whats not happening?,mike_charisma,0,0,,@AIRTEL_KE,
13249,1291373962262437889,2020-08-06 14:01:59+00:00,Hi @AIRTEL_KE @airtel_care I have been patient enough and this far I have not received any response. The credit deductions is still on. I wonder how long I should wait for my issue to be resolved.,faundwan,0,0,,@AIRTEL_KE @airtel_care,
13252,1291373239483150337,2020-08-06 13:59:07+00:00,"Dear @AIRTEL_KE , your agents are now claiming my case was not logged, yet the first case was logged more than 40hrs ago, They then went ahead to blame the technical and social media team, colleagues blaming colleagues for incompetency, When should I expect a solution on this? ",MbuveReuben,0,1,,@AIRTEL_KE,
13261,1291370643964002304,2020-08-06 13:48:48+00:00,@AIRTEL_KE Please check your inbox,IMutembei,0,0,,@AIRTEL_KE,
13266,1291369564673134593,2020-08-06 13:44:31+00:00,Hey @AIRTEL_KE check dm,Kiddos_Mama,0,0,,@AIRTEL_KE,
13269,1291368102203203584,2020-08-06 13:38:42+00:00,"@AIRTEL_KE Regestered on zawadika about year ago but can't acces the points,kindly assist",cobinge,0,0,,@AIRTEL_KE,
13278,1291366550855987200,2020-08-06 13:32:32+00:00,@AIRTEL_KE Please check DM and reply,IMutembei,0,0,,@AIRTEL_KE,
13283,1291365789807902722,2020-08-06 13:29:31+00:00,"@AIRTEL_KE we purchased Binge 30days 1GB/day for sh500 data package 6 days ago. No response from your end. Honestly, this is such an inconvenience. Kindly respond ASAP! @AIRTEL_KE Customer care is no longer answering our calls for assistance",AjowiJuma,0,0,,@AIRTEL_KE @AIRTEL_KE,
13289,1291365258423152642,2020-08-06 13:27:24+00:00,@AIRTEL_KE do you have any promotion ?? There is this number calling me,jojiebest,0,0,,@AIRTEL_KE,
13290,1291365178097971204,2020-08-06 13:27:05+00:00,@AIRTEL_KE Your Issue with ID C38183323 has been logged in with us and the expected resolution date is 05-08-2020 Please contact me on this issue,khamernic,0,0,,@AIRTEL_KE,
13298,1291364616770068481,2020-08-06 13:24:51+00:00,@Safaricom_Care @SafaricomPLC we really need much. Come to our rescue. @TelkomKenya @AIRTEL_KE we also really in need of you.,Eras_Gabu,1,0,,@Safaricom_Care @SafaricomPLC @TelkomKenya @AIRTEL_KE,
13304,1291362854407372802,2020-08-06 13:17:51+00:00,If @Safaricom_Care @SafaricomPLC to respond or we go for other available options that's @TelkomKenya @AIRTEL_KE to rescue.,Eras_Gabu,2,0,,@Safaricom_Care @SafaricomPLC @TelkomKenya @AIRTEL_KE,
13317,1291358603920760832,2020-08-06 13:00:58+00:00,"@AIRTEL_KE What happens to action by your customer care agents especially after launching a complaint? I am sick, tired and pissed off......",MotelNible,0,0,,@AIRTEL_KE,
13322,1291356763766362114,2020-08-06 12:53:39+00:00,@AIRTEL_KE we never dissapoint @symos ,symo_sych,0,1,,@AIRTEL_KE @symos,
13329,1291355943582732293,2020-08-06 12:50:23+00:00,"@AIRTEL_KE nini mbaya na network yenu huku, hata videos za TL haziload.",_640032_,0,0,,@AIRTEL_KE,
13330,1291355897130868737,2020-08-06 12:50:12+00:00,@AIRTEL_KE This is unacceptable ,Stephen56651713,0,0,,@AIRTEL_KE,
13342,1291353106152927233,2020-08-06 12:39:07+00:00,"@AIRTEL_KE hellp, why am I not able to see my data balance when I request for it?",jaybstunner,0,0,,@AIRTEL_KE,
13354,1291348918366863360,2020-08-06 12:22:28+00:00,@AIRTEL_KE,mainmahn1,0,0,,@AIRTEL_KE,
13359,1291346389612417029,2020-08-06 12:12:25+00:00,Airtel Kenya-Telkom merger called off http://mergersindiainfo.com @AIRTEL_KE @airtelindia #Telecommunications #merger,mergersindiain,1,0,,@AIRTEL_KE @airtelindia,#Telecommunications #merger
13362,1291345418522177536,2020-08-06 12:08:34+00:00,Hi @AIRTEL_KE Just bought the 30GB data binge but my balance is 0MB.. what's up?,dr_kwoba_gerald,0,0,,@AIRTEL_KE,
13363,1291345417729462272,2020-08-06 12:08:34+00:00,God bless you ^Caro I always see your replies in all @AIRTEL_KE social media platforms. Hope si bot,IzaqN,0,1,,@AIRTEL_KE,
13364,1291345340550045697,2020-08-06 12:08:15+00:00,You have been requesting for this piece of information from every customer who registers poor Network Connectivity but do nothing afterwards. An old company like @AIRTEL_KE should not be dodgy and frustrating as it currently does.,nyawarageorge,0,0,,@AIRTEL_KE,
13371,1291343880038776833,2020-08-06 12:02:27+00:00,@AIRTEL_KE #Week3 #Day6 and still waiting for a solution.,nyamoloelvis,0,0,,@AIRTEL_KE,#Week3 #Day6
13373,1291343737424097280,2020-08-06 12:01:53+00:00,"The planned merger between mobile firms @TelkomKenya and @AIRTEL_KE has collapsed, providing relief to hundreds of employees who were on the firing line had the marriage been consummated. This brings to an end the process that started in Feb. 8, 2019. @CA_Kenya #ConsumersBeware",Consumers_Kenya,5,13,,@TelkomKenya @AIRTEL_KE @CA_Kenya,#ConsumersBeware
13385,1291340796059422720,2020-08-06 11:50:12+00:00,@AIRTEL_KE patieni huyu jamaa line nimtumie pesa awache kuniblackmail. Please.,___Olala,0,1,,@AIRTEL_KE,
13387,1291340381133713409,2020-08-06 11:48:33+00:00,@AIRTEL_KE,Muiakim,0,0,,@AIRTEL_KE,
13388,1291339879473975297,2020-08-06 11:46:33+00:00,@AIRTEL_KE Kwan hamwez niongezea Kopa limit ,AMooo30506660,0,0,,@AIRTEL_KE,
13390,1291338872429977600,2020-08-06 11:42:33+00:00,@AIRTEL_KE What's wrong with your network in Nairobi. Its super slow.,Muiakim,0,0,,@AIRTEL_KE,
13392,1291337883366850562,2020-08-06 11:38:37+00:00,"@AIRTEL_KE, still waiting for my issue to be resolved. PATIENTLY.",DanKipchirchir,0,0,,@AIRTEL_KE,
13393,1291337145811173378,2020-08-06 11:35:42+00:00,@AIRTEL_KE si nyinyi ni mama yao?,IshmaelPeter,0,2,,@AIRTEL_KE,
13398,1291336395085230080,2020-08-06 11:32:43+00:00,"Hello @AIRTEL_KE , please check Dm.",mutuma_david,0,0,,@AIRTEL_KE,
13404,1291335231136509954,2020-08-06 11:28:05+00:00,@AIRTEL_KE i have been trying to use airtel monet since Tuesday and upto now the service is not available. ..can you help me,MuturiJey,0,0,,@AIRTEL_KE,
13406,1291334570252492800,2020-08-06 11:25:28+00:00,"@Airtel_Presence Why isn't there an option under ""help and support"" section for Incorrect Bill sent by Airtel. Does Airtel assumes it can't send incorrect Bill? Is this a fair assumption? @airtelindia @airtelnews @AirtelNigeria @AIRTEL_KE @Airtel_Ug @airtelmg @Airtel_Zambia",Right_Click11,0,1,,@Airtel_Presence @airtelindia @airtelnews @AirtelNigeria @AIRTEL_KE @Airtel_Ug @airtelmg @Airtel_Zambia,
13408,1291334383606128641,2020-08-06 11:24:43+00:00,"#The_Suffering_Option, #The_Bitter_Ootion @SafaricomPLC @Safaricom_Care Sabotaged the long awaited merger btn @AitelKenya @AIRTEL_KE and @TelkomKenya fearing strong competition, #Goons!!!",Josephat_Jm,0,0,,@SafaricomPLC @Safaricom_Care @AitelKenya @AIRTEL_KE @TelkomKenya,#The_Suffering_Option #The_Bitter_Ootion #Goons
13409,1291334378652495872,2020-08-06 11:24:42+00:00,"@Airtel_Presence Why isn't there an option under ""help and support"" section for Incorrect Bill sent by Airtel. Does Airtel assumes it can't send incorrect Bill? Is this a fair assumption? @airtelindia @airtelnews @AirtelNigeria @AIRTEL_KE @Airtel_Ug @airtelmg @Airtel_Zambia",Right_Click11,0,0,,@Airtel_Presence @airtelindia @airtelnews @AirtelNigeria @AIRTEL_KE @Airtel_Ug @airtelmg @Airtel_Zambia,
13412,1291333814246088704,2020-08-06 11:22:27+00:00,@AIRTEL_KE can’t message,e4vanso,0,0,,@AIRTEL_KE,
13430,1291329416379764741,2020-08-06 11:04:59+00:00,"@TRAI Kindly take strict action on @airtelindia @Airtel_Presence They considered my request on priority but there is zero improvement. Moreover, they can't even themself assure when they can provide a better service. @AIRTEL_KE @airtelnews @AirtelNigeria @Airtel_Ug @airtelmg",mrtaranpreet,0,0,,@TRAI @airtelindia @Airtel_Presence @AIRTEL_KE @airtelnews @AirtelNigeria @Airtel_Ug @airtelmg,
13437,1291328064442556416,2020-08-06 10:59:36+00:00,@AIRTEL_KE do something bwana hamuezi nyamaza ivo like nothing's happening ,DreBah254,0,0,,@AIRTEL_KE,
13440,1291327568164147201,2020-08-06 10:57:38+00:00,@AIRTEL_KE Which is which between 1st and 2nd message? ,PrinceToddAlly,0,0,,@AIRTEL_KE,
13447,1291323123233685504,2020-08-06 10:39:58+00:00,@AIRTEL_KE what in the fuckening is this? Cc. @sicsafaricom @BrewNgongRoad,Vidole_Baridi,0,0,,@AIRTEL_KE @sicsafaricom @BrewNgongRoad,
13448,1291323068787437574,2020-08-06 10:39:45+00:00,@AIRTEL_KE hey i just lost my promocode ya new airtel app,Kibor_keinan,0,0,,@AIRTEL_KE,
13451,1291320752923451400,2020-08-06 10:30:33+00:00,@AIRTEL_KE siku izi bundle zenyu zinaisha haraka kuliko za wale watu wa green,Supermwas,0,0,,@AIRTEL_KE,
13454,1291320111618568192,2020-08-06 10:28:00+00:00,"@AIRTEL_KE What in the world is going on with your network?? I can't do something as simple as buy bundles, the damn app ins't working, none of your customer care numbers are going through and I've already loaded the credit on. What the heck!!",tiffanykarurry,0,0,,@AIRTEL_KE,
13457,1291319570926534658,2020-08-06 10:25:51+00:00,Why do you deduct ksh 10 from my line every ten minutes @AIRTEL_KE,OwnRentProperty,0,0,,@AIRTEL_KE,
13458,1291319404685295616,2020-08-06 10:25:12+00:00,@TelkomKenya &amp; @AIRTEL_KE merger was going to be a hard nut. One offers 30GB at 1000/-. The other offers 75GB at the same price. Different worlds after the honeymoon. Sisi kama watoto wa both parents tutakula tu penye pazuri. ,wRONGRENDEr,0,0,,@TelkomKenya @AIRTEL_KE,
13459,1291318510505918466,2020-08-06 10:21:39+00:00,@AIRTEL_KE Hi. Kindly help reset my Airtel money PIN,anndirangu,0,0,,@AIRTEL_KE,
13461,1291317691299647488,2020-08-06 10:18:23+00:00,"@AIRTEL_KE your network in Athi River is terrible! ""is anything being done to fix this?",lutomya,0,0,,@AIRTEL_KE,
13462,1291316191374397440,2020-08-06 10:12:26+00:00,@TRAI I was even worried whether I would be able to tweet with this poor (@airtelindia @Airtel_Presence ) network operator. #shameonairtel @AIRTEL_KE @airtelnews @AirtelNigeria @Airtel_Ug @airtelmg @Airtel_Zambia @airtelrw @airtel,mrtaranpreet,0,1,,@TRAI @airtelindia @Airtel_Presence @AIRTEL_KE @airtelnews @AirtelNigeria @Airtel_Ug @airtelmg @Airtel_Zambia @airtelrw @Airtel,#shameonairtel
